code,description,label
1C17.0Y,Otra difteria faríngea o tonsilar especificada,1C17.0Y - Otra difteria faríngea o tonsilar especificada
1C17.0Z,"Difteria faríngea o tonsilar, sin especificación","1C17.0Z - Difteria faríngea o tonsilar, sin especificación"
1C17.1,Difteria nasal,1C17.1 - Difteria nasal
1C17.2,Difteria laríngea,1C17.2 - Difteria laríngea
1C17.3,Difteria cutánea,1C17.3 - Difteria cutánea
1C17.Y,Otra difteria especificada,1C17.Y - Otra difteria especificada
1C17.Z,"Difteria, sin especificación","1C17.Z - Difteria, sin especificación"
1C18,Fiebre purpúrica brasileña,1C18 - Fiebre purpúrica brasileña
1C19,Legionelosis,1C19 - Legionelosis
1C19.0,Enfermedad de los legionarios no neumónica,1C19.0 - Enfermedad de los legionarios no neumónica
1C19.1,Legionelosis,1C19.1 - Legionelosis
1C19.Z,"Legionelosis, sin especificación","1C19.Z - Legionelosis, sin especificación"
1C1A,Listeriosis,1C1A - Listeriosis
1C1A.0,Listeriosis cutánea,1C1A.0 - Listeriosis cutánea
1C1A.1,Meningitis o meningoencefalitis por listeria,1C1A.1 - Meningitis o meningoencefalitis por listeria
1C1A.Y,Otra listeriosis especificada,1C1A.Y - Otra listeriosis especificada
1C1A.Z,"Listeriosis, sin especificación","1C1A.Z - Listeriosis, sin especificación"
1C1B,Nocardiosis,1C1B - Nocardiosis
1C1B.0,Nocardiosis pulmonar,1C1B.0 - Nocardiosis pulmonar
1C1B.1,Nocardiosis cutánea,1C1B.1 - Nocardiosis cutánea
1C1B.Y,Otra formas especificadas de nocardiosis,1C1B.Y - Otra formas especificadas de nocardiosis
1C1B.Z,"Nocardiosis, sin especificación","1C1B.Z - Nocardiosis, sin especificación"
1C1C,Enfermedad meningocócica,1C1C - Enfermedad meningocócica
1C1C.0,Meningitis meningocócica,1C1C.0 - Meningitis meningocócica
1C1C.1,Síndrome de Waterhouse-Friderichsen,1C1C.1 - Síndrome de Waterhouse-Friderichsen
1C1C.2,Meningococemia,1C1C.2 - Meningococemia
1C1C.20,Meningococemia aguda,1C1C.20 - Meningococemia aguda
1C1C.2Y,Otra meningococemia especificada,1C1C.2Y - Otra meningococemia especificada
1C1C.2Z,"Meningococemia, sin especificación","1C1C.2Z - Meningococemia, sin especificación"
1C1C.Y,Otra enfermedad meningocócica especificada,1C1C.Y - Otra enfermedad meningocócica especificada
1C1C.Z,"Enfermedad meningocócica, sin especificación","1C1C.Z - Enfermedad meningocócica, sin especificación"
1C1D,Pian,1C1D - Pian
1C1D.0,Pian primario,1C1D.0 - Pian primario
1C1D.1,Pian secundario,1C1D.1 - Pian secundario
1C1D.2,Pian terciario,1C1D.2 - Pian terciario
1C1D.3,Pian latente,1C1D.3 - Pian latente
1C1D.Z,"Pian, sin especificación","1C1D.Z - Pian, sin especificación"
1C1E,Pinta,1C1E - Pinta
1C1E.0,Lesiones primarias de la pinta,1C1E.0 - Lesiones primarias de la pinta
1C1E.1,Lesiones intermedias de la pinta,1C1E.1 - Lesiones intermedias de la pinta
1C1E.2,Lesiones tardías de la pinta,1C1E.2 - Lesiones tardías de la pinta
1C1E.3,Lesiones mixtas de la pinta,1C1E.3 - Lesiones mixtas de la pinta
1C1E.Z,"Pinta, sin especificación","1C1E.Z - Pinta, sin especificación"
1C1F,Sífilis endémica no venérea,1C1F - Sífilis endémica no venérea
1C1G,Borreliosis de Lyme,1C1G - Borreliosis de Lyme
1C1G.0,Borreliosis cutánea temprana de Lyme,1C1G.0 - Borreliosis cutánea temprana de Lyme
1C1G.1,Borreliosis de Lyme diseminada,1C1G.1 - Borreliosis de Lyme diseminada
1C1G.10,Neuroborreliosis de Lyme,1C1G.10 - Neuroborreliosis de Lyme
1C1G.11,Carditis de Lyme,1C1G.11 - Carditis de Lyme
1C1G.12,Borreliosis de Lyme oftálmica,1C1G.12 - Borreliosis de Lyme oftálmica
1C1G.13,Artritis de Lyme,1C1G.13 - Artritis de Lyme
1C1G.14,Borreliosis de Lyme cutánea tardía,1C1G.14 - Borreliosis de Lyme cutánea tardía
1C1G.1Y,Otra borreliosis de Lyme diseminada especificada,1C1G.1Y - Otra borreliosis de Lyme diseminada especificada
1C1G.1Z,"Borreliosis de Lyme diseminada, sin especificación","1C1G.1Z - Borreliosis de Lyme diseminada, sin especificación"
1C1G.Y,Otra borreliosis de Lyme especificada,1C1G.Y - Otra borreliosis de Lyme especificada
1C1G.Z,"Borreliosis de Lyme, sin especificación","1C1G.Z - Borreliosis de Lyme, sin especificación"
1C1H,Gingivitis ulcerativa necrosante,1C1H - Gingivitis ulcerativa necrosante
1C1H.0,Otras infecciones de Vincent,1C1H.0 - Otras infecciones de Vincent
1C1H.Y,Otra gingivitis ulcerativa necrosante especificada,1C1H.Y - Otra gingivitis ulcerativa necrosante especificada
1C1H.Z,"Gingivitis ulcerativa necrosante, sin especificación","1C1H.Z - Gingivitis ulcerativa necrosante, sin especificación"
1C1J,Fiebre recurrente,1C1J - Fiebre recurrente
1C1J.0,Fiebre recurrente transmitida por garrapatas,1C1J.0 - Fiebre recurrente transmitida por garrapatas
1C1J.1,Fiebre recurrente transmitida por piojos,1C1J.1 - Fiebre recurrente transmitida por piojos
1C1J.Z,"Fiebre recurrente, sin especificación","1C1J.Z - Fiebre recurrente, sin especificación"
1C20,Conjuntivitis por Clamidia,1C20 - Conjuntivitis por Clamidia
1C21,Peritonitis por Chlamydia,1C21 - Peritonitis por Chlamydia
1C22,Infecciones por Chlamydia psittaci,1C22 - Infecciones por Chlamydia psittaci
1C23,Tracoma,1C23 - Tracoma
1C23.0,Etapa inicial del tracoma,1C23.0 - Etapa inicial del tracoma
1C23.1,Etapa activa del tracoma,1C23.1 - Etapa activa del tracoma
1C23.Y,Otro tracoma especificado,1C23.Y - Otro tracoma especificado
1C23.Z,"Tracoma, sin especificación","1C23.Z - Tracoma, sin especificación"
1C2Y,Otras enfermedades especificadas por Clamidia,1C2Y - Otras enfermedades especificadas por Clamidia
1C2Z,"Enfermedades por Clamidia, sin especificación","1C2Z - Enfermedades por Clamidia, sin especificación"
1C30,Tifus,1C30 - Tifus
1C30.0,"Tifus epidémico transmitido por piojos, causado por Rickettsia prowazekii","1C30.0 - Tifus epidémico transmitido por piojos, causado por Rickettsia prowazekii"
1C30.1,Tifus recrudescente,1C30.1 - Tifus recrudescente
1C30.2,Tifus por Rickettsia typhi,1C30.2 - Tifus por Rickettsia typhi
1C30.3,Tifus por Rickettsia tsutsugamushi,1C30.3 - Tifus por Rickettsia tsutsugamushi
1C30.Y,Otro tifus especificado,1C30.Y - Otro tifus especificado
1C30.Z,"Tifus, sin especificación","1C30.Z - Tifus, sin especificación"
1C31,Fiebre maculosa,1C31 - Fiebre maculosa
1C31.0,Fiebre maculosa por Rickettsia rickettsii,1C31.0 - Fiebre maculosa por Rickettsia rickettsii
1C31.1,Fiebre maculosa por Rickettsia conorii,1C31.1 - Fiebre maculosa por Rickettsia conorii
1C31.2,Fiebre maculosa por Rickettsia sibirica,1C31.2 - Fiebre maculosa por Rickettsia sibirica
1C31.3,Fiebre maculosa por Rickettsia australis,1C31.3 - Fiebre maculosa por Rickettsia australis
1C31.Y,Otra fiebre maculosa especificada,1C31.Y - Otra fiebre maculosa especificada
1C31.Z,"Fiebre maculosa, sin especificación","1C31.Z - Fiebre maculosa, sin especificación"
1C32,Rickettsiosis exantemática,1C32 - Rickettsiosis exantemática
1C33,Fiebre Q,1C33 - Fiebre Q
1C3Y,Otra rickettsiosis especificada,1C3Y - Otra rickettsiosis especificada
1C3Z,"Rickettsiosis, sin especificación","1C3Z - Rickettsiosis, sin especificación"
1C40,Campilobacteriosis,1C40 - Campilobacteriosis
1C41,Infección bacteriana de localización no especificada,1C41 - Infección bacteriana de localización no especificada
1C42,Melioidosis,1C42 - Melioidosis
1C43,Actinomicetoma,1C43 - Actinomicetoma
1C44,Infecciones bacterianas no piógenas de la piel,1C44 - Infecciones bacterianas no piógenas de la piel
1C45,Síndrome de choque tóxico,1C45 - Síndrome de choque tóxico
1C45.0,Síndrome de choque tóxico estreptocócico,1C45.0 - Síndrome de choque tóxico estreptocócico
1C45.1,Síndrome de choque tóxico estafilocócico,1C45.1 - Síndrome de choque tóxico estafilocócico
1C45.Y,Síndrome de choque tóxico debido a otro agente infeccioso especificado,1C45.Y - Síndrome de choque tóxico debido a otro agente infeccioso especificado
1C45.Z,Síndrome de shock tóxico sin especificación del agente infeccioso,1C45.Z - Síndrome de shock tóxico sin especificación del agente infeccioso
1C4Y,Otras enfermedades bacterianas especificadas,1C4Y - Otras enfermedades bacterianas especificadas
1C4Z,"Enfermedades bacterianas, sin especificación","1C4Z - Enfermedades bacterianas, sin especificación"
1C60,Enfermedad por el virus de la inmunodeficiencia humana asociada a la tuberculosis,1C60 - Enfermedad por el virus de la inmunodeficiencia humana asociada a la tuberculosis
1C60.0,Enfermedad por el VIH en estadio clínico 1 asociada con tuberculosis,1C60.0 - Enfermedad por el VIH en estadio clínico 1 asociada con tuberculosis
1C60.1,Enfermedad por virus de la inmunodeficiencia humana estadio 2 asociada a tuberculosis,1C60.1 - Enfermedad por virus de la inmunodeficiencia humana estadio 2 asociada a tuberculosis
1C60.2,Enfermedad por virus de la inmunodeficiencia humana estadio clínico 3 asociada a la tuberculosis,1C60.2 - Enfermedad por virus de la inmunodeficiencia humana estadio clínico 3 asociada a la tuberculosis
1C60.3,Enfermedad por virus de la inmunodeficiencia humana estadio clínico 4 asociada a la tuberculosis,1C60.3 - Enfermedad por virus de la inmunodeficiencia humana estadio clínico 4 asociada a la tuberculosis
1C60.30,"Sarcoma de Kaposi asociado a la infección por el virus de la inmunodeficiencia humana, asociada a la tuberculosis","1C60.30 - Sarcoma de Kaposi asociado a la infección por el virus de la inmunodeficiencia humana, asociada a la tuberculosis"
1C60.3Y,Otra infección por el VIH especificada en estadio clínico 4 asociada a tuberculosis,1C60.3Y - Otra infección por el VIH especificada en estadio clínico 4 asociada a tuberculosis
1C60.3Z,"Infección por el VIH en estadio clínico 4 asociada a tuberculosis, sin especificación","1C60.3Z - Infección por el VIH en estadio clínico 4 asociada a tuberculosis, sin especificación"
1C60.Z,"Infección por el virus de la inmunodeficiencia humana asociada a la tuberculosis, estadio clínico sin especificación","1C60.Z - Infección por el virus de la inmunodeficiencia humana asociada a la tuberculosis, estadio clínico sin especificación"
1C61,Enfermedad por el virus de la inmunodeficiencia humana asociada al paludismo,1C61 - Enfermedad por el virus de la inmunodeficiencia humana asociada al paludismo
1C61.0,Enfermedad por virus de la inmunodeficiencia humana estadio clínico 1 asociada a paludismo,1C61.0 - Enfermedad por virus de la inmunodeficiencia humana estadio clínico 1 asociada a paludismo
1C61.1,Enfermedad por virus de la inmunodeficiencia humana estadio clínico 2 asociada a paludismo,1C61.1 - Enfermedad por virus de la inmunodeficiencia humana estadio clínico 2 asociada a paludismo
1C61.2,Enfermedad por virus de la inmunodeficiencia humana estadio clínico 3 asociada al paludismo,1C61.2 - Enfermedad por virus de la inmunodeficiencia humana estadio clínico 3 asociada al paludismo
1C61.3,Enfermedad por virus de la inmunodeficiencia humana estadio clínico 4 asociada al paludismo,1C61.3 - Enfermedad por virus de la inmunodeficiencia humana estadio clínico 4 asociada al paludismo
1C61.30,Sarcoma de Kaposi asociado a la inmunodeficiencia por VIH y paludismo,1C61.30 - Sarcoma de Kaposi asociado a la inmunodeficiencia por VIH y paludismo
1C61.3Y,Otra infección especificada por VIH en estadio clínico 4 asociada al paludismo,1C61.3Y - Otra infección especificada por VIH en estadio clínico 4 asociada al paludismo
1C61.3Z,"Infección por el VIH en estadio clínico 4 asociada al paludismo, sin especificación","1C61.3Z - Infección por el VIH en estadio clínico 4 asociada al paludismo, sin especificación"
1C61.Z,"Infección por el VIH asociada a paludismo, sin especificación","1C61.Z - Infección por el VIH asociada a paludismo, sin especificación"
1C62,"Enfermedad por virus de la inmunodeficiencia humana, sin mención de tuberculosis o paludismo","1C62 - Enfermedad por virus de la inmunodeficiencia humana, sin mención de tuberculosis o paludismo"
1C62.0,Enfermedad por el VIH en estadio clínico 1 sin mención de tuberculosis o malaria,1C62.0 - Enfermedad por el VIH en estadio clínico 1 sin mención de tuberculosis o malaria
1C62.1,Enfermedad por virus de la inmunodeficiencia humana estadio clínico 2 sin mención de tuberculosis o malaria,1C62.1 - Enfermedad por virus de la inmunodeficiencia humana estadio clínico 2 sin mención de tuberculosis o malaria
1C62.2,Enfermedad por virus de la inmunodeficiencia humana estadio clínico 3 sin mención de tuberculosis o malaria,1C62.2 - Enfermedad por virus de la inmunodeficiencia humana estadio clínico 3 sin mención de tuberculosis o malaria
1C62.3,Enfermedad por virus de la inmunodeficiencia humana estadio clínico 4 sin mención de tuberculosis o malaria,1C62.3 - Enfermedad por virus de la inmunodeficiencia humana estadio clínico 4 sin mención de tuberculosis o malaria
1C62.30,Sarcoma de Kaposi asociado con la enfermedad por el virus de la inmunodeficiencia humana sin mención de tuberculosis o malaria,1C62.30 - Sarcoma de Kaposi asociado con la enfermedad por el virus de la inmunodeficiencia humana sin mención de tuberculosis o malaria
1C62.3Y,Otra infección especificada por el VIH en estadio clínico 4 sin mención de tuberculosis o malaria,1C62.3Y - Otra infección especificada por el VIH en estadio clínico 4 sin mención de tuberculosis o malaria
1C62.3Z,"Infección por el VIH en estadio clínico 4 sin mención de tuberculosis o malaria, sin especificación","1C62.3Z - Infección por el VIH en estadio clínico 4 sin mención de tuberculosis o malaria, sin especificación"
1C62.Z,"Enfermedad por virus de la inmunodeficiencia humana, sin mención de enfermedad o condición asociada, etapa clínica sin especificación","1C62.Z - Enfermedad por virus de la inmunodeficiencia humana, sin mención de enfermedad o condición asociada, etapa clínica sin especificación"
1C80,"Encefalitis viral, no clasificada en otra parte","1C80 - Encefalitis viral, no clasificada en otra parte"
1C81,Poliomielitis aguda,1C81 - Poliomielitis aguda
1C82,Rabia,1C82 - Rabia
1C83,Encefalitis equina occidental,1C83 - Encefalitis equina occidental
1C84,Encefalitis equina oriental,1C84 - Encefalitis equina oriental
1C85,Encefalitis japonesa,1C85 - Encefalitis japonesa
1C86,Encefalitis de San Luis,1C86 - Encefalitis de San Luis
1C87,Encefalitis viral de Rocío,1C87 - Encefalitis viral de Rocío
1C88,Encefalitis del valle de Murray,1C88 - Encefalitis del valle de Murray
1C8B,Encefalitis de California,1C8B - Encefalitis de California
1C8C,Encefalitis equina venezolana,1C8C - Encefalitis equina venezolana
1C8D,Encefalitis de La Crosse,1C8D - Encefalitis de La Crosse
1C8E,"Meningitis viral, no clasificada en otra parte","1C8E - Meningitis viral, no clasificada en otra parte"
1C8E.1,Meningitis enteroviral,1C8E.1 - Meningitis enteroviral
1C8E.2,Meningitis por adenovirus,1C8E.2 - Meningitis por adenovirus
1C8E.Y,Otra meningitis viral especificada no clasificada en otra parte,1C8E.Y - Otra meningitis viral especificada no clasificada en otra parte
1C8E.Z,"Meningitis viral no clasificada en otra parte, sin especificación","1C8E.Z - Meningitis viral no clasificada en otra parte, sin especificación"
1C8F,Coriomeningitis linfocítica,1C8F - Coriomeningitis linfocítica
1C8G,encefalitis transmitida por garrapatas,1C8G - encefalitis transmitida por garrapatas
1C8G.0,Encefalitis del Lejano Oriente transmitida por garrapatas,1C8G.0 - Encefalitis del Lejano Oriente transmitida por garrapatas
1C8G.1,Encefalitis centroeuropea transmitida por garrapatas,1C8G.1 - Encefalitis centroeuropea transmitida por garrapatas
1C8G.2,Encefalitis siberiana transmitida por garrapatas,1C8G.2 - Encefalitis siberiana transmitida por garrapatas
1C8G.Z,"encefalitis transmitida por garrapatas, sin especificación","1C8G.Z - encefalitis transmitida por garrapatas, sin especificación"
1C8H,Mielitis viral NCOP,1C8H - Mielitis viral NCOP
1C8Y,Otras infecciones virales especificadas del sistema nervioso central,1C8Y - Otras infecciones virales especificadas del sistema nervioso central
1C8Z,"Infecciones virales del sistema nervioso central, sin especificación","1C8Z - Infecciones virales del sistema nervioso central, sin especificación"
1D00,"Encefalitis infecciosa, no clasificada en otra parte","1D00 - Encefalitis infecciosa, no clasificada en otra parte"
1D00.0,Encefalitis bacteriana,1D00.0 - Encefalitis bacteriana
